n,deltaTime,Nitrogen Pressure,Pneumatic Circuit Pressure,Purge Circuit Pressure,Oxidizer Fill Pressure,Oxidizer Tank Pressure,Fuel Tank Pressure,Chamber Pressure 1,Igniter Temperature,Oxidizer Bulkhead Temperature,Fuel Bulkhead Temperature,Nitrogen Purge Valve,Oxidizer Fill Valve,GSE Oxidizer Dump Valve,Tank Oxidizer Dump Valve,Main Oxidizer Valve,Main Fuel Valve,Total Tank Mass,Thrust,System Clock,State
135.00,38.35,2268.92,101.73,509.83,817.57,6.91,32.76,6.03,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.69,31237.50,%sSafe
136.00,47.43,2268.92,101.73,510.02,817.84,6.58,32.76,5.46,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.69,31237.54,%sSafe
137.00,36.99,2268.83,102.04,509.66,817.84,6.58,32.17,5.46,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31237.58,%sSafe
138.00,35.03,2268.83,102.04,509.66,817.70,6.60,31.77,5.62,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31237.62,%sSafe
139.00,40.99,2269.74,101.10,509.87,817.72,6.63,32.51,5.36,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31237.66,%sSafe
140.00,46.02,2269.17,101.10,509.87,817.72,6.63,32.51,5.36,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.71,31237.70,%sSafe
141.00,34.75,2269.17,101.10,509.25,817.83,6.75,32.44,6.08,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.74,31237.74,%sSafe
142.00,42.97,2269.20,101.60,509.99,817.44,6.81,32.44,6.08,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.74,31237.78,%sSafe
143.00,36.93,2269.10,102.03,509.99,817.44,6.81,32.65,6.44,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.72,31237.82,%sSafe
144.00,41.14,2269.10,102.03,509.31,817.83,6.61,32.63,5.36,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.72,31237.86,%sSafe
145.00,42.39,2268.98,101.38,510.12,817.62,6.73,32.63,5.36,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.72,31237.90,%sSafe
146.00,38.50,2269.05,101.38,510.12,817.62,6.73,32.79,5.86,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.70,31237.94,%sSafe
147.00,38.95,2269.05,101.01,509.99,817.56,6.79,32.20,5.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.71,31237.98,%sSafe
148.00,36.65,2269.15,101.08,510.01,817.88,6.69,31.75,5.65,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.71,31238.01,%sSafe
149.00,39.44,2269.51,101.08,510.01,817.88,6.69,31.75,5.65,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31238.05,%sSafe
150.00,37.94,2269.51,101.92,509.87,817.60,6.81,31.75,5.48,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31238.09,%sSafe
151.00,38.22,2269.15,101.72,508.95,818.06,6.81,32.09,5.48,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31238.13,%sSafe
152.00,36.04,2269.15,101.72,508.95,818.06,6.75,32.90,5.30,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.73,31238.17,%sSafe
153.00,38.01,2267.83,101.13,510.02,817.84,6.67,32.10,5.93,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.73,31238.20,%sSafe
154.00,40.00,2269.67,100.91,509.19,817.85,6.67,32.10,5.93,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.69,31238.24,%sSafe
155.00,39.11,2269.27,100.91,509.19,817.85,6.92,32.68,5.31,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.70,31238.28,%sSafe
156.00,38.94,2269.27,101.14,510.09,818.00,6.79,31.58,5.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.70,31238.32,%sSafe
157.00,39.99,2268.68,101.59,509.67,817.67,6.79,31.58,5.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.71,31238.36,%sSafe
158.00,35.96,2268.68,101.59,509.67,817.67,6.79,32.51,5.52,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.69,31238.40,%sSafe
159.00,38.93,2269.48,101.73,509.99,818.04,6.79,32.51,5.52,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.69,31238.44,%sSafe
160.00,40.04,2268.50,101.73,509.99,818.04,6.81,32.27,6.34,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.73,31238.48,%sSafe
161.00,35.02,2268.50,100.62,510.68,817.64,6.90,31.90,6.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31238.51,%sSafe
162.00,39.94,2268.81,101.02,509.98,817.64,6.90,31.90,6.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.71,31238.55,%sSafe
163.00,39.23,2269.20,101.64,509.98,817.96,6.61,32.88,6.04,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31238.59,%sSafe
164.00,43.83,2269.20,101.64,510.34,817.62,7.05,32.88,5.76,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31238.64,%sSafe
165.00,38.95,2268.98,102.10,509.20,817.94,7.05,32.18,5.76,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31238.67,%sSafe
166.00,38.11,2269.67,101.15,509.20,817.94,6.63,32.20,5.82,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.71,31238.71,%sSafe
167.00,48.91,2269.20,101.11,510.43,817.65,6.89,32.17,5.31,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.71,31238.76,%sSafe
168.00,45.01,2269.20,101.11,509.99,817.41,6.59,31.77,5.44,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.68,31238.81,%sSafe
169.00,42.96,2269.02,101.59,510.03,818.32,6.80,31.77,5.86,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.68,31238.85,%sSafe
170.00,39.03,2269.20,102.07,510.03,818.32,6.80,31.50,5.86,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31238.89,%sSafe
171.00,34.95,2269.20,102.07,510.16,817.74,6.79,32.40,5.44,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31238.92,%sSafe
172.00,41.06,2269.02,101.61,509.91,817.84,6.80,32.59,5.90,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31238.96,%sSafe
173.00,41.99,2268.82,101.00,509.88,817.53,6.84,31.47,6.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31239.01,%sSafe
174.00,38.01,2268.67,101.11,509.21,817.53,6.84,31.47,6.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31239.04,%sSafe
175.00,39.45,2269.19,101.11,509.21,817.90,6.82,32.15,5.74,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.32,-7.71,31239.08,%sSafe
176.00,37.96,2269.19,101.85,509.97,817.63,6.93,32.15,5.72,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.32,-7.71,31239.12,%sSafe
177.00,42.31,2269.18,101.99,509.63,817.63,6.93,32.87,5.72,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31239.16,%sSafe
178.00,37.79,2269.10,101.28,509.63,817.83,6.79,32.29,6.37,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.70,31239.20,%sSafe
179.00,40.07,2269.10,101.28,510.00,817.75,7.04,31.78,5.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.70,31239.24,%sSafe
180.00,38.91,2268.86,100.98,509.34,817.60,6.74,32.04,5.97,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.71,31239.28,%sSafe
181.00,37.61,2269.44,100.74,510.49,817.80,6.74,32.04,5.97,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.72,31239.32,%sSafe
182.00,36.05,2269.42,101.66,510.49,817.80,7.02,32.10,5.99,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31239.35,%sSafe
183.00,49.41,2269.42,101.66,509.34,817.93,6.59,31.74,6.08,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31239.40,%sSafe
184.00,39.00,2269.16,101.92,509.97,817.48,6.94,32.20,6.44,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.68,31239.44,%sSafe
185.00,33.98,2269.59,101.12,510.01,817.85,6.94,32.20,6.44,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.68,31239.48,%sSafe
186.00,45.66,2269.59,101.12,510.01,817.85,7.00,32.45,5.70,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.68,31239.52,%sSafe
187.00,39.33,2268.76,101.36,510.12,817.65,6.82,32.52,5.38,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.68,31239.56,%sSafe
188.00,37.86,2269.05,100.66,509.84,818.10,6.82,32.52,5.38,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.73,31239.60,%sSafe
189.00,39.71,2269.23,101.50,509.58,818.10,6.92,32.05,5.31,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.72,31239.64,%sSafe
190.00,35.08,2269.47,101.50,509.58,817.69,6.76,32.14,6.11,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.69,31239.67,%sSafe
191.00,34.03,2269.47,101.86,509.99,817.66,6.90,32.14,5.46,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.69,31239.71,%sSafe
192.00,40.78,2268.70,102.05,510.00,817.66,6.90,31.72,5.46,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.68,31239.75,%sSafe
193.00,36.92,2268.96,101.23,509.94,818.22,6.73,32.01,5.48,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.68,31239.79,%sSafe
194.00,43.21,2268.96,101.23,509.94,817.71,6.80,32.22,5.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.70,31239.83,%sSafe
195.00,36.34,2268.84,100.60,510.07,817.87,6.80,32.18,6.11,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.73,31239.87,%sSafe
196.00,37.03,2269.71,101.11,510.00,818.14,6.73,32.69,5.77,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31239.90,%sSafe
197.00,39.71,2268.79,101.56,509.69,817.89,6.85,32.69,6.19,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31239.94,%sSafe
198.00,46.97,2268.69,101.57,509.69,817.89,6.85,31.60,6.19,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.71,31239.99,%sSafe
199.00,36.94,2268.80,102.10,509.93,818.16,6.80,32.23,5.37,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.71,31240.03,%sSafe
200.00,34.62,2269.08,100.97,509.93,817.76,6.66,32.52,6.11,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.72,31240.06,%sSafe
201.00,48.95,2269.08,100.97,509.98,817.98,6.81,32.14,6.21,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.72,31240.11,%sSafe
202.00,37.06,2269.46,101.09,510.67,818.23,6.80,32.14,6.21,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.71,31240.15,%sSafe
203.00,38.70,2269.28,101.10,509.71,817.76,6.57,32.63,6.71,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.70,31240.19,%sSafe
204.00,37.94,2268.80,101.59,509.99,818.09,6.57,31.92,6.71,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.69,31240.22,%sSafe
205.00,45.08,2269.02,101.59,509.99,818.09,7.01,32.45,5.65,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31240.27,%sSafe
206.00,36.41,2269.02,101.69,509.67,817.98,6.65,31.79,6.66,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31240.31,%sSafe
207.00,36.10,2269.19,101.88,509.82,818.20,7.06,32.08,5.96,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.69,31240.34,%sSafe
208.00,41.96,2269.67,101.77,509.55,817.93,6.68,32.08,5.96,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.70,31240.38,%sSafe
209.00,40.94,2269.02,101.60,510.66,817.75,6.86,32.22,6.59,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.68,31240.42,%sSafe
210.00,39.18,2268.79,100.78,510.66,817.75,6.86,32.65,5.93,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31240.46,%sSafe
211.00,46.84,2269.57,100.78,509.25,818.26,6.80,32.66,6.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31240.51,%sSafe
212.00,36.12,2269.57,100.66,509.78,817.87,6.80,32.19,6.03,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31240.55,%sSafe
213.00,37.96,2268.80,101.46,509.98,818.24,6.73,31.89,6.02,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.76,31240.58,%sSafe
214.00,40.12,2268.97,101.51,510.58,818.00,6.79,31.89,5.52,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.76,31240.62,%sSafe
215.00,36.07,2269.88,101.66,510.58,818.00,6.79,32.88,5.52,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.76,31240.66,%sSafe
216.00,39.81,2269.88,101.66,509.96,817.79,6.69,32.88,5.52,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.76,31240.70,%sSafe
217.00,39.02,2269.63,101.95,510.68,817.92,6.80,32.02,5.78,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.72,31240.74,%sSafe
218.00,37.02,2269.21,101.59,509.30,817.92,6.80,32.15,5.73,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.68,31240.78,%sSafe
219.00,39.72,2268.85,101.30,509.99,817.96,6.33,32.54,5.26,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31240.82,%sSafe
220.00,45.03,2268.85,101.30,509.99,818.38,6.87,31.47,5.61,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31240.86,%sSafe
221.00,36.00,2269.62,100.89,509.46,817.83,6.81,32.19,5.35,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.74,31240.90,%sSafe
222.00,35.95,2269.12,101.53,509.99,817.78,7.03,32.92,6.63,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.75,31240.93,%sSafe
223.00,48.03,2269.16,101.69,509.52,818.24,7.03,32.92,6.63,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31240.98,%sSafe
224.00,37.49,2269.60,101.69,509.52,818.24,6.81,32.24,5.64,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31241.02,%sSafe
225.00,37.96,2269.24,102.02,509.99,817.87,6.81,32.30,6.32,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.70,31241.06,%sSafe
226.00,37.03,2269.24,101.96,510.35,818.02,6.77,32.20,6.12,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.70,31241.09,%sSafe
227.00,38.97,2269.13,101.09,509.64,818.18,6.97,32.05,6.42,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.70,31241.13,%sSafe
228.00,39.02,2269.40,100.84,509.99,818.11,6.97,32.05,6.42,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.70,31241.17,%sSafe
229.00,36.95,2269.40,100.84,509.99,818.11,6.81,32.27,5.95,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31241.21,%sSafe
230.00,36.92,2269.20,101.11,510.31,817.97,6.81,32.27,6.13,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31241.25,%sSafe
231.00,35.32,2269.42,101.65,509.98,817.80,6.80,32.19,6.07,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31241.28,%sSafe
232.00,48.55,2268.79,101.59,509.85,817.80,6.80,32.19,6.07,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.70,31241.33,%sSafe
233.00,37.98,2269.04,102.11,509.99,818.26,6.94,32.51,5.35,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.72,31241.37,%sSafe
234.00,37.06,2269.16,102.11,509.99,818.12,6.90,32.61,5.87,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31241.40,%sSafe
235.00,40.68,2269.16,101.99,509.90,817.95,6.84,31.68,6.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31241.44,%sSafe
236.00,40.01,2268.84,101.09,510.57,818.11,6.75,31.68,5.86,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.72,31241.48,%sSafe
237.00,40.01,2269.71,100.83,509.85,817.87,6.75,32.50,5.86,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.72,31241.52,%sSafe
238.00,34.98,2269.07,100.89,509.85,817.87,6.76,32.49,5.80,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.71,31241.56,%sSafe
239.00,35.08,2269.07,100.89,510.09,818.11,6.80,32.31,5.83,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.71,31241.60,%sSafe
240.00,35.92,2268.25,100.81,509.50,818.07,6.80,32.41,6.54,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.69,31241.63,%sSafe
241.00,37.96,2268.80,101.60,509.84,817.98,6.72,32.41,5.91,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.68,31241.67,%sSafe
242.00,40.03,2268.70,101.86,509.84,817.98,6.72,31.68,5.91,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.69,31241.71,%sSafe
243.00,37.02,2268.70,101.86,509.60,818.41,6.76,31.80,5.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31241.75,%sSafe
244.00,38.67,2268.97,102.07,509.99,818.07,6.80,31.91,5.21,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.69,31241.78,%sSafe
245.00,43.56,2268.97,101.10,509.41,818.16,6.81,31.80,6.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.70,31241.83,%sSafe
246.00,39.05,2269.22,101.01,509.95,818.20,6.81,31.80,6.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.70,31241.87,%sSafe
247.00,42.01,2269.03,100.68,509.83,818.20,6.81,32.27,5.29,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.69,31241.91,%sSafe
248.00,35.99,2269.39,100.77,509.83,818.10,6.68,32.91,5.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31241.95,%sSafe
249.00,35.54,2269.39,100.77,509.99,818.20,7.06,31.40,6.10,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31241.98,%sSafe
250.00,36.94,2269.44,101.35,509.82,818.17,6.95,31.40,5.87,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31242.02,%sSafe
251.00,38.07,2269.18,101.39,509.81,817.91,6.59,32.21,6.08,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.72,31242.06,%sSafe
252.00,36.01,2269.21,101.59,509.98,818.14,7.00,32.32,6.52,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31242.09,%sSafe
253.00,36.16,2268.37,101.76,510.40,818.14,7.00,32.32,6.52,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.71,31242.13,%sSafe
254.00,36.97,2269.58,101.60,510.50,818.36,6.79,32.32,5.92,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.71,31242.16,%sSafe
255.00,35.96,2269.58,101.60,510.50,817.99,6.88,32.32,5.91,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.71,31242.20,%sSafe
256.00,38.96,2269.11,101.12,510.01,818.32,6.73,32.13,6.53,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.70,31242.24,%sSafe
257.00,36.06,2268.78,101.23,509.57,818.32,6.73,31.44,6.53,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.69,31242.28,%sSafe
258.00,37.04,2268.78,101.23,509.57,818.47,6.94,32.94,5.34,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.68,31242.31,%sSafe
259.00,42.98,2269.01,100.81,509.69,818.17,6.60,32.01,5.74,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.68,31242.36,%sSafe
260.00,43.02,2269.46,101.56,510.34,818.17,6.60,32.01,5.74,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.70,31242.40,%sSafe
261.00,49.94,2268.82,101.59,510.34,818.03,6.81,32.23,6.62,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31242.45,%sSafe
262.00,43.99,2268.82,101.59,509.89,818.25,6.75,32.20,5.67,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.69,31242.49,%sSafe
263.00,45.04,2269.66,102.02,509.89,818.25,6.75,32.20,5.67,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.71,31242.54,%sSafe
264.00,38.00,2269.66,102.02,510.57,817.96,6.80,31.60,5.63,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.70,31242.58,%sSafe
265.00,43.04,2268.87,101.22,509.98,818.52,6.80,31.60,5.63,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.70,31242.62,%sSafe
266.00,37.95,2268.87,101.22,509.98,818.52,6.85,32.54,5.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.70,31242.66,%sSafe
267.00,35.04,2269.13,100.64,509.99,818.12,6.79,32.54,5.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31242.69,%sSafe
268.00,36.97,2269.13,100.64,509.99,818.12,6.79,32.11,5.98,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31242.73,%sSafe
269.00,41.97,2269.14,101.48,509.54,818.19,6.94,32.11,5.98,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.71,31242.77,%sSafe
270.00,37.04,2269.14,101.48,509.54,818.19,6.94,32.58,5.73,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31242.81,%sSafe
271.00,41.98,2268.69,102.09,510.46,818.35,6.76,32.58,5.73,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.73,31242.85,%sSafe
272.00,42.99,2268.69,102.09,510.46,818.35,6.76,32.15,5.28,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31242.89,%sSafe
273.00,42.02,2269.80,100.93,509.62,817.93,6.79,32.15,5.55,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31242.93,%sSafe
274.00,42.99,2269.80,100.93,509.62,817.93,6.79,32.01,5.55,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31242.98,%sSafe
275.00,44.98,2269.56,100.98,509.69,818.61,6.82,32.01,5.56,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.31,-7.71,31243.02,%sSafe
276.00,35.03,2268.96,100.98,509.69,818.61,6.82,31.71,5.56,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.72,31243.06,%sSafe
277.00,41.08,2268.96,101.60,510.33,817.93,7.05,32.28,5.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.72,31243.10,%sSafe
278.00,37.99,2268.75,101.60,510.33,817.93,7.05,32.28,5.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.74,31243.14,%sSafe
279.00,41.48,2268.75,101.69,509.85,818.42,6.81,32.28,5.59,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.29,-7.74,31243.18,%sSafe
280.00,41.29,2268.97,101.11,510.11,818.42,6.81,32.86,5.59,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31243.22,%sSafe
281.00,38.04,2268.97,101.11,510.11,818.35,6.82,32.22,5.96,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.30,-7.73,31243.26,%sSafe
