Logging,,Pressures (psi),,,,,,,Temperatures (K),,,Valves,,,,,,Force (kg),,Sequence,
n,deltaTime,Nitrogen Pressure,Pneumatic Circuit Pressure,Purge Circuit Pressure,Oxidizer Fill Pressure,Oxidizer Tank Pressure,Fuel Tank Pressure,Chamber Pressure 1,Igniter Temperature,Oxidizer Bulkhead Temperature,Fuel Bulkhead Temperature,Nitrogen Purge Valve,Oxidizer Fill Valve,GSE Oxidizer Dump Valve,Tank Oxidizer Dump Valve,Main Oxidizer Valve,Main Fuel Valve,Total Tank Mass,Thrust,System Clock (s),State
2201,26.95,1912.86,106.45,540.9,714.36,695.63,697.05,10.4,0,0,0,0,0,1,1,0,0,6.65,-0.12,8787.44,%sOxidizer Fill Confirmation
2202,25.02,1912.86,106.45,540.9,714.36,695.63,696.97,9.92,0,0,0,0,0,1,1,0,0,6.65,-0.13,8787.47,%sOxidizer Fill Confirmation
2203,28.36,1912.86,106.45,540.9,714.36,695.63,696.97,9.92,0,0,0,0,0,1,1,0,0,6.65,-0.13,8787.49,%sOxidizer Fill Confirmation
2204,24.92,1913.34,106.46,540.99,714.76,695.6,696.97,9.92,0,0,0,0,0,1,1,0,0,6.65,-0.13,8787.52,%sOxidizer Fill Confirmation
2205,29.81,1913.34,106.46,540.99,714.76,695.6,696.86,9.92,0,0,0,0,0,1,1,0,0,6.65,-0.13,8787.55,%sOxidizer Fill Confirmation
2206,26.13,1913.34,106.46,540.99,714.76,695.6,696.86,9.45,0,0,0,0,0,1,1,0,0,6.65,-0.15,8787.58,%sOxidizer Fill Confirmation
2207,28.09,1914.18,106.64,540.99,714.76,695.6,696.86,9.45,0,0,0,0,0,1,1,0,0,6.67,-0.15,8787.6,%sOxidizer Fill Confirmation
2208,40.41,1914.18,106.64,541.05,715.05,695.6,696.86,9.45,0,0,0,0,0,1,1,0,0,6.67,-0.15,8787.64,%sOxidizer Fill Confirmation
2209,28.65,1914.18,106.64,541.05,715.05,695.74,697.06,9.45,0,0,0,0,0,1,1,0,0,6.67,-0.15,8787.67,%sOxidizer Fill Confirmation
2210,22.97,1914.18,106.64,541.05,715.05,695.74,697.06,9.22,0,0,0,0,0,1,1,0,0,6.67,-0.15,8787.7,%sOxidizer Fill Confirmation
2211,24.62,1914.79,106.75,541.05,715.05,695.74,697.06,9.22,0,0,0,0,0,1,1,0,0,6.68,-0.17,8787.72,%sOxidizer Fill Confirmation
2212,28.09,1914.79,106.75,541.25,715.52,695.74,697.06,9.22,0,0,0,0,0,1,1,0,0,6.68,-0.17,8787.75,%sOxidizer Fill Confirmation
2213,24.55,1914.79,106.75,541.25,715.52,695.91,697.11,9.22,0,0,0,0,0,1,1,0,0,6.68,-0.17,8787.77,%sOxidizer Fill Confirmation
2214,25.69,1914.79,106.75,541.25,715.52,695.91,697.11,8.6,0,0,0,0,0,1,1,0,0,6.68,-0.16,8787.8,%sOxidizer Fill Confirmation
2215,24.48,1915.68,106.99,541.33,715.52,695.91,697.11,8.6,0,0,0,0,0,1,1,0,0,6.69,-0.16,8787.82,%sOxidizer Fill Confirmation
2216,25.35,1915.68,106.99,541.33,715.61,695.63,697.11,8.6,0,0,0,0,0,1,1,0,0,6.69,-0.16,8787.85,%sOxidizer Fill Confirmation
2217,25.05,1915.68,106.99,541.33,715.61,695.63,696.76,8.6,0,0,0,0,0,1,1,0,0,6.69,-0.16,8787.87,%sOxidizer Fill Confirmation
2218,25.68,1915.68,106.99,541.33,715.61,695.63,696.76,8.42,0,0,0,0,0,1,1,0,0,6.69,-0.16,8787.9,%sOxidizer Fill Confirmation
2219,23.58,1916.22,106.99,541.33,715.61,695.63,696.76,8.42,0,0,0,0,0,1,1,0,0,6.7,-0.16,8787.92,%sOxidizer Fill Confirmation
2220,30.57,1916.22,106.95,541.34,715.97,695.56,696.76,8.42,0,0,0,0,0,1,1,0,0,6.7,-0.16,8787.95,%sOxidizer Fill Confirmation
2221,22.03,1916.22,106.95,541.34,715.97,695.56,697.01,8.46,0,0,0,0,0,1,1,0,0,6.7,-0.16,8787.98,%sOxidizer Fill Confirmation
2222,27.65,1916.22,106.95,541.34,715.97,695.56,697.01,8.46,0,0,0,0,0,1,1,0,0,6.71,-0.16,8788,%sOxidizer Fill Confirmation
2223,23.2,1915.68,106.83,541.36,716.34,696.15,697.01,8.46,0,0,0,0,0,1,1,0,0,6.71,-0.16,8788.03,%sOxidizer Fill Confirmation
2224,28.41,1915.68,106.83,541.36,716.34,696.15,698.08,8.46,0,0,0,0,0,1,1,0,0,6.71,-0.16,8788.05,%sOxidizer Fill Confirmation
2225,23.6,1915.68,106.83,541.36,716.34,696.15,698.08,9.16,0,0,0,0,0,1,1,0,0,6.71,-0.16,8788.08,%sOxidizer Fill Confirmation
2226,27.87,1915.73,106.83,541.36,716.34,696.15,698.08,9.16,0,0,0,0,0,1,1,0,0,6.72,-0.17,8788.11,%sOxidizer Fill Confirmation
2227,31.11,1915.73,106.89,541.42,716.34,696.15,698.08,9.16,0,0,0,0,0,1,1,0,0,6.72,-0.17,8788.14,%sOxidizer Fill Confirmation
2228,24.61,1915.73,106.89,541.42,716.57,696.15,698.08,9.16,0,0,0,0,0,1,1,0,0,6.72,-0.17,8788.16,%sOxidizer Fill Confirmation
2229,22.07,1915.73,106.89,541.42,716.57,696.42,698.52,8.91,0,0,0,0,0,1,1,0,0,6.73,-0.17,8788.18,%sOxidizer Fill Confirmation
2230,30.18,1915.83,106.89,541.42,716.57,696.42,698.52,8.91,0,0,0,0,0,1,1,0,0,6.73,-0.17,8788.21,%sOxidizer Fill Confirmation
2231,25.5,1915.83,106.96,541.42,716.57,696.42,698.52,8.91,0,0,0,0,0,1,1,0,0,6.73,-0.17,8788.24,%sOxidizer Fill Confirmation
2232,26.12,1915.83,106.96,541.45,716.84,696.49,698.97,8.91,0,0,0,0,0,1,1,0,0,6.73,-0.17,8788.27,%sOxidizer Fill Confirmation
2233,24.1,1915.83,106.96,541.45,716.84,696.49,698.97,9.13,0,0,0,0,0,1,1,0,0,6.73,-0.16,8788.29,%sOxidizer Fill Confirmation
2234,24.16,1915.8,106.77,541.45,716.84,696.49,698.97,9.13,0,0,0,0,0,1,1,0,0,6.74,-0.16,8788.31,%sOxidizer Fill Confirmation
2235,24.29,1915.8,106.77,541.22,716.84,696.49,698.97,9.13,0,0,0,0,0,1,1,0,0,6.74,-0.16,8788.34,%sOxidizer Fill Confirmation
2236,26.36,1915.8,106.77,541.22,717.02,696.49,698.97,9.13,0,0,0,0,0,1,1,0,0,6.74,-0.16,8788.36,%sOxidizer Fill Confirmation
2237,21.95,1915.8,106.77,541.22,717.02,697.24,700.22,9.13,0,0,0,0,0,1,1,0,0,6.74,-0.16,8788.39,%sOxidizer Fill Confirmation
2238,26.36,1915.67,106.77,541.22,717.02,697.24,700.22,9.81,0,0,0,0,0,1,1,0,0,6.75,-0.14,8788.41,%sOxidizer Fill Confirmation
2239,25.59,1915.67,106.49,541.22,717.02,697.24,700.22,9.81,0,0,0,0,0,1,1,0,0,6.75,-0.14,8788.44,%sOxidizer Fill Confirmation
2240,39.64,1915.67,106.49,540.95,717.06,697.31,700.22,9.81,0,0,0,0,0,1,1,0,0,6.75,-0.14,8788.48,%sOxidizer Fill Confirmation
2241,23.06,1915.67,106.49,540.95,717.06,697.31,701.16,9.81,0,0,0,0,0,1,1,0,0,6.75,-0.14,8788.5,%sOxidizer Fill Confirmation
2242,26.16,1915.67,106.49,540.95,717.06,697.31,701.16,10.59,0,0,0,0,0,1,1,0,0,6.76,-0.13,8788.53,%sOxidizer Fill Confirmation
2243,25.59,1915.31,106.41,540.87,717.06,697.31,701.16,10.59,0,0,0,0,0,1,1,0,0,6.76,-0.13,8788.55,%sOxidizer Fill Confirmation
2244,29.65,1915.31,106.41,540.87,717.36,698.33,702.55,10.59,0,0,0,0,0,1,1,0,0,6.76,-0.13,8788.58,%sOxidizer Fill Confirmation
2245,23.07,1915.31,106.41,540.87,717.36,698.33,702.55,11.43,0,0,0,0,0,1,1,0,0,6.76,-0.13,8788.61,%sOxidizer Fill Confirmation
2246,27.19,1914.9,106.41,540.87,717.36,698.33,702.55,11.43,0,0,0,0,0,1,1,0,0,6.77,-0.11,8788.63,%sOxidizer Fill Confirmation
2247,26.69,1914.9,106.11,540.82,717.36,698.33,702.55,11.43,0,0,0,0,0,1,1,0,0,6.77,-0.11,8788.66,%sOxidizer Fill Confirmation
2248,25.04,1914.9,106.11,540.82,717.7,698.48,702.92,11.43,0,0,0,0,0,1,1,0,0,6.77,-0.11,8788.68,%sOxidizer Fill Confirmation
2249,22.06,1914.9,106.11,540.82,717.7,698.48,702.92,11.68,0,0,0,0,0,1,1,0,0,6.77,-0.11,8788.71,%sOxidizer Fill Confirmation
2250,25.2,1914.49,105.83,540.82,717.7,698.48,702.92,11.68,0,0,0,0,0,1,1,0,0,6.79,-0.1,8788.73,%sOxidizer Fill Confirmation
2251,26.57,1914.49,105.83,540.62,717.94,698.48,702.92,11.68,0,0,0,0,0,1,1,0,0,6.79,-0.1,8788.76,%sOxidizer Fill Confirmation
2252,27.04,1914.49,105.83,540.62,717.94,698.86,703.38,11.68,0,0,0,0,0,1,1,0,0,6.79,-0.1,8788.79,%sOxidizer Fill Confirmation
2253,25.69,1914.49,105.83,540.62,717.94,698.86,703.38,12.26,0,0,0,0,0,1,1,0,0,6.79,-0.1,8788.81,%sOxidizer Fill Confirmation
2254,23.07,1913.92,105.52,540.62,717.94,698.86,703.38,12.26,0,0,0,0,0,1,1,0,0,6.8,-0.1,8788.83,%sOxidizer Fill Confirmation
2255,34.04,1913.92,105.52,540.39,718.18,698.86,703.38,12.26,0,0,0,0,0,1,1,0,0,6.8,-0.1,8788.87,%sOxidizer Fill Confirmation
2256,25.17,1913.92,105.52,540.39,718.18,699.23,703.81,12.83,0,0,0,0,0,1,1,0,0,6.8,-0.1,8788.89,%sOxidizer Fill Confirmation
2257,31.03,1913.92,105.52,540.39,718.18,699.23,703.81,12.83,0,0,0,0,0,1,1,0,0,6.81,-0.08,8788.92,%sOxidizer Fill Confirmation
2258,24.64,1913.31,105.26,540.39,718.18,699.23,703.81,12.83,0,0,0,0,0,1,1,0,0,6.81,-0.08,8788.95,%sOxidizer Fill Confirmation
2259,31.62,1913.31,105.26,540.18,718.31,699.23,703.81,12.83,0,0,0,0,0,1,1,0,0,6.81,-0.08,8788.98,%sOxidizer Fill Confirmation
2260,24.01,1913.31,105.26,540.18,718.31,699.6,704.07,12.83,0,0,0,0,0,1,1,0,0,6.81,-0.08,8789,%sOxidizer Fill Confirmation
2261,25.14,1913.31,105.26,540.18,718.31,699.6,704.07,13.09,0,0,0,0,0,1,1,0,0,6.81,-0.08,8789.03,%sOxidizer Fill Confirmation
2262,27.11,1913.4,105.41,540.2,718.31,699.6,704.07,13.09,0,0,0,0,0,1,1,0,0,6.82,-0.08,8789.06,%sOxidizer Fill Confirmation
2263,26.52,1913.4,105.41,540.2,718.71,700.41,704.07,13.09,0,0,0,0,0,1,1,0,0,6.82,-0.08,8789.08,%sOxidizer Fill Confirmation
2264,24.57,1913.4,105.41,540.2,718.71,700.41,704.58,12.86,0,0,0,0,0,1,1,0,0,6.82,-0.08,8789.11,%sOxidizer Fill Confirmation
2265,22.45,1913.4,105.41,540.2,718.71,700.41,704.58,12.86,0,0,0,0,0,1,1,0,0,6.83,-0.07,8789.13,%sOxidizer Fill Confirmation
2266,24.77,1913.48,105.38,540.2,718.71,700.41,704.58,12.86,0,0,0,0,0,1,1,0,0,6.83,-0.07,8789.16,%sOxidizer Fill Confirmation
2267,28.53,1913.48,105.38,540.18,719.14,700.93,704.93,12.86,0,0,0,0,0,1,1,0,0,6.83,-0.07,8789.18,%sOxidizer Fill Confirmation
2268,24.69,1913.48,105.38,540.18,719.14,700.93,704.93,13.24,0,0,0,0,0,1,1,0,0,6.83,-0.07,8789.21,%sOxidizer Fill Confirmation
2269,24.47,1913.47,105.38,540.18,719.14,700.93,704.93,13.24,0,0,0,0,0,1,1,0,0,6.84,-0.08,8789.23,%sOxidizer Fill Confirmation
2270,25.28,1913.47,105.41,540.19,719.14,700.93,704.93,13.24,0,0,0,0,0,1,1,0,0,6.84,-0.08,8789.26,%sOxidizer Fill Confirmation
2271,25.21,1913.47,105.41,540.19,719.46,701.34,705.45,13.24,0,0,0,0,0,1,1,0,0,6.84,-0.08,8789.28,%sOxidizer Fill Confirmation
2272,24.74,1913.47,105.41,540.19,719.46,701.34,705.45,13.34,0,0,0,0,0,1,1,0,0,6.85,-0.09,8789.31,%sOxidizer Fill Confirmation
2273,27.76,1914.19,105.67,540.19,719.46,701.34,705.45,13.34,0,0,0,0,0,1,1,0,0,6.85,-0.09,8789.34,%sOxidizer Fill Confirmation
2274,32.91,1914.19,105.67,540.43,719.73,701.34,705.45,13.34,0,0,0,0,0,1,1,0,0,6.85,-0.09,8789.37,%sOxidizer Fill Confirmation
2275,24.14,1914.19,105.67,540.43,719.73,700.87,705.45,13.34,0,0,0,0,0,1,1,0,0,6.85,-0.09,8789.39,%sOxidizer Fill Confirmation
2276,23.03,1914.19,105.67,540.43,719.73,700.87,704.99,12.68,0,0,0,0,0,1,1,0,0,6.85,-0.09,8789.42,%sOxidizer Fill Confirmation
2277,25.71,1914.76,105.62,540.43,719.73,700.87,704.99,12.68,0,0,0,0,0,1,1,0,0,6.85,-0.09,8789.44,%sOxidizer Fill Confirmation
2278,31.83,1914.76,105.62,540.4,719.73,700.87,704.99,12.68,0,0,0,0,0,1,1,0,0,6.85,-0.09,8789.47,%sOxidizer Fill Confirmation
2279,23.14,1914.76,105.62,540.4,720.13,701.2,704.92,12.68,0,0,0,0,0,1,1,0,0,6.85,-0.09,8789.5,%sOxidizer Fill Confirmation
2280,26.25,1915.34,105.62,540.4,720.13,701.2,704.92,12.65,0,0,0,0,0,1,1,0,0,6.87,-0.09,8789.52,%sOxidizer Fill Confirmation
2281,30.68,1915.34,105.72,540.4,720.13,701.2,704.92,12.65,0,0,0,0,0,1,1,0,0,6.87,-0.09,8789.55,%sOxidizer Fill Confirmation
2282,23.23,1915.34,105.72,540.37,720.47,701.2,704.92,12.65,0,0,0,0,0,1,1,0,0,6.87,-0.09,8789.58,%sOxidizer Fill Confirmation
2283,24.59,1915.34,105.72,540.37,720.47,701.12,705.11,12.77,0,0,0,0,0,1,1,0,0,6.87,-0.09,8789.6,%sOxidizer Fill Confirmation
2284,22.91,1915.29,105.72,540.37,720.47,701.12,705.11,12.77,0,0,0,0,0,1,1,0,0,6.87,-0.09,8789.62,%sOxidizer Fill Confirmation
2285,29.76,1915.29,105.79,540.41,720.47,701.12,705.11,12.77,0,0,0,0,0,1,1,0,0,6.87,-0.09,8789.65,%sOxidizer Fill Confirmation
2286,24.15,1915.29,105.79,540.41,720.81,701.12,705.11,12.77,0,0,0,0,0,1,1,0,0,6.87,-0.09,8789.68,%sOxidizer Fill Confirmation
2287,23.28,1915.29,105.79,540.41,720.81,701.68,705.39,12.54,0,0,0,0,0,1,1,0,0,6.87,-0.09,8789.7,%sOxidizer Fill Confirmation
2288,23.82,1915.19,105.8,540.41,720.81,701.68,705.39,12.54,0,0,0,0,0,1,1,0,0,6.88,-0.1,8789.73,%sOxidizer Fill Confirmation
2289,24.77,1915.19,105.8,540.39,720.81,701.68,705.39,12.54,0,0,0,0,0,1,1,0,0,6.88,-0.1,8789.75,%sOxidizer Fill Confirmation
2290,27.24,1915.19,105.8,540.39,721.11,701.88,705.6,12.54,0,0,0,0,0,1,1,0,0,6.88,-0.1,8789.78,%sOxidizer Fill Confirmation
2291,26.93,1915.19,105.8,540.39,721.11,701.88,705.6,12.62,0,0,0,0,0,1,1,0,0,6.88,-0.1,8789.8,%sOxidizer Fill Confirmation
2292,29.71,1915.26,105.8,540.39,721.11,701.88,705.6,12.62,0,0,0,0,0,1,1,0,0,6.89,-0.09,8789.83,%sOxidizer Fill Confirmation
2293,24.07,1915.26,105.93,540.4,721.11,701.88,705.6,12.62,0,0,0,0,0,1,1,0,0,6.89,-0.09,8789.86,%sOxidizer Fill Confirmation
2294,25.66,1915.26,105.93,540.4,721.51,702.52,705.6,12.62,0,0,0,0,0,1,1,0,0,6.89,-0.09,8789.88,%sOxidizer Fill Confirmation
2295,23.23,1915.26,105.93,540.4,721.51,702.52,706.22,12.33,0,0,0,0,0,1,1,0,0,6.89,-0.08,8789.91,%sOxidizer Fill Confirmation
2296,29.06,1914.99,105.93,540.4,721.51,702.52,706.22,12.33,0,0,0,0,0,1,1,0,0,6.9,-0.08,8789.94,%sOxidizer Fill Confirmation
2297,30.37,1914.99,106.04,540.4,721.51,702.52,706.22,12.33,0,0,0,0,0,1,1,0,0,6.9,-0.08,8789.97,%sOxidizer Fill Confirmation
2298,27.8,1914.99,106.04,540.4,721.74,702.72,707.01,12.33,0,0,0,0,0,1,1,0,0,6.9,-0.08,8789.99,%sOxidizer Fill Confirmation
2299,31.31,1914.99,106.04,540.4,721.74,702.72,707.01,12.62,0,0,0,0,0,1,1,0,0,6.9,-0.09,8790.03,%sOxidizer Fill Confirmation
2300,24.73,1915.37,106.19,540.66,721.74,702.72,707.01,12.62,0,0,0,0,0,1,1,0,0,6.9,-0.09,8790.05,%sOxidizer Fill Confirmation
2301,24.08,1915.37,106.19,540.66,722.04,702.72,707.01,12.62,0,0,0,0,0,1,1,0,0,6.9,-0.09,8790.07,%sOxidizer Fill Confirmation
2302,27.8,1915.37,106.19,540.66,722.04,702.45,706.48,11.87,0,0,0,0,0,1,1,0,0,6.9,-0.09,8790.1,%sOxidizer Fill Confirmation
2303,23.59,1915.37,106.19,540.66,722.04,702.45,706.48,11.87,0,0,0,0,0,1,1,0,0,6.9,-0.09,8790.13,%sOxidizer Fill Confirmation
2304,24.74,1916.07,106.35,540.62,722.04,702.45,706.48,11.87,0,0,0,0,0,1,1,0,0,6.92,-0.09,8790.15,%sOxidizer Fill Confirmation
2305,26.84,1916.07,106.35,540.62,722.25,702.5,706.48,11.87,0,0,0,0,0,1,1,0,0,6.92,-0.09,8790.18,%sOxidizer Fill Confirmation
2306,22.62,1916.07,106.35,540.62,722.25,702.5,706.59,11.51,0,0,0,0,0,1,1,0,0,6.92,-0.09,8790.2,%sOxidizer Fill Confirmation
2307,28.36,1916.51,106.35,540.62,722.25,702.5,706.59,11.51,0,0,0,0,0,1,1,0,0,6.93,-0.09,8790.23,%sOxidizer Fill Confirmation
2308,27.87,1916.51,106.33,540.66,722.45,702.5,706.59,11.51,0,0,0,0,0,1,1,0,0,6.93,-0.09,8790.26,%sOxidizer Fill Confirmation
2309,24.78,1916.51,106.33,540.66,722.45,702.58,706.67,11.51,0,0,0,0,0,1,1,0,0,6.93,-0.09,8790.28,%sOxidizer Fill Confirmation
2310,25.04,1916.51,106.33,540.66,722.45,702.58,706.67,11.18,0,0,0,0,0,1,1,0,0,6.93,-0.09,8790.31,%sOxidizer Fill Confirmation
2311,25.55,1916.22,106.15,540.66,722.45,702.58,706.67,11.18,0,0,0,0,0,1,1,0,0,6.94,-0.09,8790.33,%sOxidizer Fill Confirmation
2312,28.78,1916.22,106.15,540.56,722.72,702.58,706.67,11.18,0,0,0,0,0,1,1,0,0,6.94,-0.09,8790.36,%sOxidizer Fill Confirmation
2313,24.93,1916.22,106.15,540.56,722.72,703.17,707.19,11.18,0,0,0,0,0,1,1,0,0,6.94,-0.09,8790.39,%sOxidizer Fill Confirmation
2314,22.04,1916.22,106.15,540.56,722.72,703.17,707.19,11.44,0,0,0,0,0,1,1,0,0,6.94,-0.1,8790.41,%sOxidizer Fill Confirmation
2315,24.97,1916.67,106.32,540.84,722.72,703.17,707.19,11.44,0,0,0,0,0,1,1,0,0,6.95,-0.1,8790.43,%sOxidizer Fill Confirmation
2316,31.3,1916.67,106.32,540.84,723.1,703.51,707.19,11.44,0,0,0,0,0,1,1,0,0,6.95,-0.1,8790.46,%sOxidizer Fill Confirmation
2317,24.94,1916.67,106.32,540.84,723.1,703.51,707.41,10.65,0,0,0,0,0,1,1,0,0,6.95,-0.1,8790.49,%sOxidizer Fill Confirmation
2318,25.86,1916.54,106.4,540.84,723.1,703.51,707.41,10.65,0,0,0,0,0,1,1,0,0,6.96,-0.1,8790.51,%sOxidizer Fill Confirmation
2319,26.83,1916.54,106.4,540.89,723.1,703.51,707.41,10.65,0,0,0,0,0,1,1,0,0,6.96,-0.1,8790.54,%sOxidizer Pressure Confirmation
2320,28.29,1916.54,106.4,540.89,723.41,703.51,707.41,10.65,0,0,0,0,0,1,1,0,0,6.96,-0.1,8790.57,%sOxidizer Pressure Confirmation
2321,23.12,1916.54,106.4,540.89,723.41,703.76,707.41,10.65,0,0,0,0,0,1,1,0,0,6.96,-0.1,8790.59,%sOxidizer Pressure Confirmation
2322,22.91,1916.54,106.4,540.89,723.41,703.76,707.04,9.83,0,0,0,0,0,1,1,0,0,6.96,-0.12,8790.62,%sOxidizer Pressure Confirmation
2323,24.64,1916.56,106.62,540.89,723.41,703.76,707.04,9.83,0,0,0,0,0,1,1,0,0,6.96,-0.12,8790.64,%sOxidizer Pressure Confirmation
2324,26.26,1916.56,106.62,541.16,723.94,703.76,707.04,9.83,0,0,0,0,0,1,1,0,0,6.96,-0.12,8790.67,%sOxidizer Pressure Confirmation
2325,23.5,1916.56,106.62,541.16,723.94,704.09,707.04,9.83,0,0,0,0,0,1,1,0,0,6.96,-0.12,8790.69,%sOxidizer Pressure Confirmation
2326,21.2,1916.56,106.62,541.16,723.94,704.09,707.25,9.83,0,0,0,0,0,1,1,0,0,6.96,-0.12,8790.71,%sOxidizer Pressure Confirmation
2327,23.97,1916.56,106.62,541.16,723.94,704.09,707.25,9.68,0,0,0,0,0,1,1,0,0,6.96,-0.13,8790.73,%sOxidizer Pressure Confirmation
2328,24.6,1916.73,106.9,541.48,724.59,704.09,707.25,9.68,0,0,0,0,0,1,1,0,0,6.96,-0.13,8790.76,%sOxidizer Pressure Confirmation
2329,28.58,1916.73,106.9,541.48,724.59,704.68,707.44,9.68,0,0,0,0,0,1,1,0,0,6.96,-0.13,8790.79,%sOxidizer Pressure Confirmation
2330,24.04,1916.73,106.9,541.48,724.59,704.68,707.44,8.87,0,0,0,0,0,1,1,0,0,6.96,-0.13,8790.81,%sOxidizer Pressure Confirmation
2331,26.11,1917.19,106.9,541.48,724.59,704.68,707.44,8.87,0,0,0,0,0,1,1,0,0,6.97,-0.15,8790.84,%sOxidizer Pressure Confirmation
2332,31.73,1917.19,107.1,541.56,724.59,704.68,707.44,8.87,0,0,0,0,0,1,1,0,0,6.97,-0.15,8790.87,%sOxidizer Pressure Confirmation
2333,28.1,1917.19,107.1,541.56,724.83,704.66,707.35,8.64,0,0,0,0,0,1,1,0,0,6.97,-0.15,8790.9,%sOxidizer Pressure Confirmation
2334,38.76,1917.19,107.1,541.56,724.83,704.66,707.35,8.64,0,0,0,0,0,1,1,0,0,6.97,-0.15,8790.94,%sOxidizer Pressure Confirmation
2335,25.62,1917.19,107.08,541.56,724.83,704.66,707.35,8.64,0,0,0,0,0,1,1,0,0,6.98,-0.18,8790.96,%sOxidizer Pressure Confirmation
2336,33.77,1917.19,107.08,541.59,724.83,704.66,707.35,8.64,0,0,0,0,0,1,1,0,0,6.98,-0.18,8791,%sOxidizer Pressure Confirmation
2337,30.17,1917.19,107.08,541.59,725.44,706.1,707.35,8.64,0,0,0,0,0,1,1,0,0,6.98,-0.18,8791.03,%sOxidizer Pressure Confirmation
2338,29.74,1917.19,107.08,541.59,725.44,706.1,708.46,8.56,0,0,0,0,0,1,1,0,0,6.98,-0.18,8791.06,%sOxidizer Pressure Confirmation
2339,32.21,1917.19,107.08,541.59,725.44,706.1,708.46,8.56,0,0,0,0,0,1,1,0,0,6.99,-0.16,8791.09,%sOxidizer Pressure Confirmation
2340,60.11,1917.41,106.04,541.59,725.44,706.1,708.46,8.56,0,0,0,0,0,1,1,0,0,6.99,-0.16,8791.15,%sOxidizer Pressure Confirmation
2341,46.19,1917.41,106.04,541.51,725.44,706.1,708.46,8.56,0,0,0,0,0,1,1,0,0,6.99,-0.16,8791.19,%sOxidizer Pressure Confirmation
2342,54.75,1917.41,106.04,541.51,726.08,706.1,708.46,8.56,0,0,0,0,0,1,1,0,0,6.99,-0.16,8791.25,%sOxidizer Pressure Confirmation
2343,29.9,1917.41,106.04,541.51,726.08,707.54,709.8,8.56,0,0,0,0,0,1,1,0,0,6.99,-0.16,8791.28,%sOxidizer Pressure Confirmation
2344,27.01,1917.41,106.04,541.51,726.08,707.54,709.8,8.56,0,0,0,0,0,1,1,0,0,6.99,-0.16,8791.31,%sOxidizer Pressure Confirmation
2345,72.75,1917.41,106.04,541.51,726.08,707.54,709.8,9.25,0,0,0,0,0,1,1,0,0,6.99,-0.13,8791.38,%sOxidizer Pressure Confirmation
2346,33.24,1917.41,106.04,541.51,726.08,707.54,709.8,9.25,0,0,0,0,0,1,1,0,0,6.99,-0.13,8791.41,%sOxidizer Pressure Confirmation
2347,37.07,1917.14,106.04,541.51,726.08,707.54,709.8,9.25,0,0,0,0,0,1,1,0,0,6.99,-0.13,8791.45,%sOxidizer Pressure Confirmation
2348,71.56,1917.14,104.97,541.68,726.08,707.54,709.8,9.25,0,0,0,0,0,1,1,0,0,6.99,-0.13,8791.52,%sOxidizer Pressure Confirmation
2349,32.79,1917.14,104.97,541.68,733.47,707.54,709.8,9.25,0,0,0,0,0,1,1,0,0,6.99,-0.13,8791.55,%sOxidizer Pressure Confirmation
2350,40.31,1917.14,104.97,541.68,733.47,707.54,709.8,9.25,0,0,0,0,0,1,1,0,0,6.99,-0.13,8791.59,%sOxidizer Pressure Confirmation
2351,38.86,1917.14,104.97,541.68,733.47,708.57,710.89,9.25,0,0,0,0,0,1,1,0,0,6.99,-0.13,8791.63,%sOxidizer Pressure Confirmation
2352,33.68,1917.14,104.97,541.68,733.47,708.57,710.89,9.25,0,0,0,0,0,1,1,0,0,6.99,-0.13,8791.67,%sOxidizer Pressure Confirmation
2353,24.67,1917.14,104.97,541.68,733.47,708.57,710.89,10.07,0,0,0,0,0,1,1,0,0,6.99,-0.1,8791.69,%sOxidizer Pressure Confirmation
2354,30.45,1917.12,104.97,541.68,733.47,708.57,710.89,10.07,0,0,0,0,0,1,1,0,0,7,-0.1,8791.72,%sOxidizer Pressure Confirmation
2355,30.78,1917.12,105.18,541.68,733.47,708.57,710.89,10.07,0,0,0,0,0,1,1,0,0,7,-0.1,8791.75,%sOxidizer Pressure Confirmation
2356,31.44,1917.12,105.18,541.9,733.47,708.57,710.89,10.07,0,0,0,0,0,1,1,0,0,7,-0.1,8791.78,%sOxidizer Pressure Confirmation
2357,28.33,1917.12,105.18,541.9,741.67,708.57,710.89,10.07,0,0,0,0,0,1,1,0,0,7,-0.1,8791.81,%sOxidizer Pressure Confirmation
2358,31.55,1917.12,105.18,541.9,741.67,709.3,711.58,10.07,0,0,0,0,0,1,1,0,0,7,-0.1,8791.84,%sOxidizer Pressure Confirmation
2359,28.72,1917.12,105.18,541.9,741.67,709.3,711.58,11.29,0,0,0,0,0,1,1,0,0,7,-0.07,8791.87,%sOxidizer Pressure Confirmation
2360,35.77,1917.12,105.18,541.9,741.67,709.3,711.58,11.29,0,0,0,0,0,1,1,0,0,7.02,-0.07,8791.91,%sOxidizer Pressure Confirmation
2361,36.29,1917.53,105.18,541.9,741.67,709.3,711.58,11.29,0,0,0,0,0,1,1,0,0,7.02,-0.07,8791.94,%sOxidizer Pressure Confirmation
2362,29.7,1917.53,105.27,541.92,741.67,709.3,711.58,11.29,0,0,0,0,0,1,1,0,0,7.02,-0.07,8791.97,%sOxidizer Pressure Confirmation
